,text,chapter,x,y,sent_size
179,"My groom shall bring Corydon for you every day, if you will only mention the time.”  “Thank you, you are very good.",CHAPTER II.,11.465177,2.6535208,22
180,I mean to give up riding.,CHAPTER II.,8.650409,4.8515167,6
181,"I shall not ride any more,” said Dorothea, urged to this brusque resolution by a little annoyance that Sir James would be soliciting her attention when she wanted to give it all to Mr. Casaubon.",CHAPTER II.,8.35514,-2.2127268,35
182,"“No, that is too hard,” said Sir James, in a tone of reproach that showed strong interest.",CHAPTER II.,10.162639,-0.60233766,17
183,"“Your sister is given to self-mortification, is she not?” he continued, turning to Celia, who sat at his right hand.",CHAPTER II.,10.208283,-1.445597,20
184,"“I think she is,” said Celia, feeling afraid lest she should say something that would not please her sister, and blushing as prettily as possible above her necklace.",CHAPTER II.,10.184687,-1.6060498,28
185,"“She likes giving up.”  “If that were true, Celia, my giving-up would be self-indulgence, not self-mortification.",CHAPTER II.,10.23924,-1.5092397,16
186,"But there may be good reasons for choosing not to do what is very agreeable,” said Dorothea.",CHAPTER II.,8.942103,-3.576167,17
187,"Mr. Brooke was speaking at the same time, but it was evident that Mr. Casaubon was observing Dorothea, and she was aware of it.",CHAPTER II.,8.110721,-2.2528822,24
188,"“Exactly,” said Sir James.",CHAPTER II.,10.135856,-0.6996513,4
189,"“You give up from some high, generous motive.”  “No, indeed, not exactly.",CHAPTER II.,8.983311,4.2322865,12
190,"I did not say that of myself,” answered Dorothea, reddening.",CHAPTER II.,8.93592,-3.6012473,10
191,"Unlike Celia, she rarely blushed, and only from high delight or anger.",CHAPTER II.,10.263571,-1.6115562,12
192,At this moment she felt angry with the perverse Sir James.,CHAPTER II.,10.112788,-0.71694964,11
193,"Why did he not pay attention to Celia, and leave her to listen to Mr. Casaubon?—if that learned man would only talk, instead of allowing himself to be talked to by Mr. Brooke, who was just then informing him that the Reformation either meant something or it did not, that he himself was a Protestant to the core, but that Catholicism was a fact; and as to refusing an acre of your ground for a Romanist chapel, all men needed the bridle of religion, which, properly speaking, was the dread of a Hereafter.",CHAPTER II.,7.3237953,-1.0581807,93
194,"“I made a great study of theology at one time,” said Mr. Brooke, as if to explain the insight just manifested.",CHAPTER II.,6.6180162,-1.1211203,21
195,“I know something of all schools.,CHAPTER II.,9.602209,4.722353,6
196,I knew Wilberforce in his best days.,CHAPTER II.,4.523202,2.1191008,7
197,"Do you know Wilberforce?”  Mr. Casaubon said, “No.”  “Well, Wilberforce was perhaps not enough of a thinker; but if I went into Parliament, as I have been asked to do, I should sit on the independent bench, as Wilberforce did, and work at philanthropy.”  Mr. Casaubon bowed, and observed that it was a wide field.",CHAPTER II.,6.0276203,-0.3088145,55
198,"“Yes,” said Mr. Brooke, with an easy smile, “but I have documents.",CHAPTER II.,6.7626953,-1.2742335,12
199,I began a long while ago to collect documents.,CHAPTER II.,7.7111397,4.860715,9
200,"They want arranging, but when a question has struck me, I have written to somebody and got an answer.",CHAPTER II.,7.5663047,4.4065557,19
201,I have documents at my back.,CHAPTER II.,7.7905636,4.77387,6
202,"But now, how do you arrange your documents?”  “In pigeon-holes partly,” said Mr. Casaubon, with rather a startled air of effort.",CHAPTER II.,7.859085,-0.5600057,21
203,"“Ah, pigeon-holes will not do.",CHAPTER II.,7.4857297,5.0514545,5
204,"I have tried pigeon-holes, but everything gets mixed in pigeon-holes: I never know whether a paper is in A or Z.”  “I wish you would let me sort your papers for you, uncle,” said Dorothea.",CHAPTER II.,8.917374,-2.7867455,35
205,"“I would letter them all, and then make a list of subjects under each letter.”  Mr. Casaubon gravely smiled approval, and said to Mr. Brooke, “You have an excellent secretary at hand, you perceive.”  “No, no,” said Mr. Brooke, shaking his head; “I cannot let young ladies meddle with my documents.",CHAPTER II.,7.388928,-0.8466476,51
206,Young ladies are too flighty.”  Dorothea felt hurt.,CHAPTER II.,8.871309,-3.502075,8
207,"Mr. Casaubon would think that her uncle had some special reason for delivering this opinion, whereas the remark lay in his mind as lightly as the broken wing of an insect among all the other fragments there, and a chance current had sent it alighting on her.",CHAPTER II.,8.239034,-0.50842535,47
208,"When the two girls were in the drawing-room alone, Celia said—  “How very ugly Mr. Casaubon is!”  “Celia!",CHAPTER II.,9.786042,-1.5128973,18
209,He is one of the most distinguished-looking men I ever saw.,CHAPTER II.,8.643669,3.6230679,11
210,He is remarkably like the portrait of Locke.,CHAPTER II.,8.388368,1.69039,8
211,"He has the same deep eye-sockets.”  “Had Locke those two white moles with hairs on them?”  “Oh, I dare say!",CHAPTER II.,8.260507,1.7574253,20
212,"when people of a certain sort looked at him,” said Dorothea, walking away a little.",CHAPTER II.,8.736647,-3.243204,15
213,“Mr.,CHAPTER II.,0.7534574,-2.8882918,1
214,Casaubon is so sallow.”  “All the better.,CHAPTER II.,7.9092627,-0.72953564,7
215,"I suppose you admire a man with the complexion of a cochon de lait.”  “Dodo!” exclaimed Celia, looking after her in surprise.",CHAPTER II.,10.861843,-1.1007663,22
216,“I never heard you make such a comparison before.”  “Why should I make it before the occasion came?,CHAPTER II.,9.731414,4.1140385,18
217,"It is a good comparison: the match is perfect.”  Miss Brooke was clearly forgetting herself, and Celia thought so.",CHAPTER II.,7.0312004,-1.543101,19
218,"“I wonder you show temper, Dorothea.”  “It is so painful in you, Celia, that you will look at human beings as if they were merely animals with a toilet, and never see the great soul in a man’s face.”  “Has Mr. Casaubon a great soul?” Celia was not without a touch of naive malice.",CHAPTER II.,9.563695,-1.7823783,54
219,"“Yes, I believe he has,” said Dorothea, with the full voice of decision.",CHAPTER II.,9.097047,-3.4072292,13
220,"“Everything I see in him corresponds to his pamphlet on Biblical Cosmology.”  “He talks very little,” said Celia  “There is no one for him to talk to.”  Celia thought privately, “Dorothea quite despises Sir James Chettam; I believe she would not accept him.” Celia felt that this was a pity.",CHAPTER II.,8.980405,-2.3848174,50
221,She had never been deceived as to the object of the baronet’s interest.,CHAPTER II.,9.878408,2.9989994,13
222,"Sometimes, indeed, she had reflected that Dodo would perhaps not make a husband happy who had not her way of looking at things; and stifled in the depths of her heart was the feeling that her sister was too religious for family comfort.",CHAPTER II.,10.89277,-0.99683166,43
223,"Notions and scruples were like spilt needles, making one afraid of treading, or sitting down, or even eating.",CHAPTER II.,7.685111,2.4556575,18
224,"When Miss Brooke was at the tea-table, Sir James came to sit down by her, not having felt her mode of answering him at all offensive.",CHAPTER II.,7.0301275,-1.3849745,26
225,Why should he?,CHAPTER II.,8.015061,3.8406749,3
226,"He thought it probable that Miss Brooke liked him, and manners must be very marked indeed before they cease to be interpreted by preconceptions either confident or distrustful.",CHAPTER II.,6.747891,-1.4167994,28
227,"She was thoroughly charming to him, but of course he theorized a little about his attachment.",CHAPTER II.,10.823291,1.8675181,16
228,"He was made of excellent human dough, and had the rare merit of knowing that his talents, even if let loose, would not set the smallest stream in the county on fire: hence he liked the prospect of a wife to whom he could say, “What shall we do?” about this or that; who could help her husband out with reasons, and would also have the property qualification for doing so.",CHAPTER II.,9.489646,2.6620798,71
229,"As to the excessive religiousness alleged against Miss Brooke, he had a very indefinite notion of what it consisted in, and thought that it would die out with marriage.",CHAPTER II.,7.147595,-1.3584424,29
230,"In short, he felt himself to be in love in the right place, and was ready to endure a great deal of predominance, which, after all, a man could always put down when he liked.",CHAPTER II.,8.677433,2.609507,35
231,"Sir James had no idea that he should ever like to put down the predominance of this handsome girl, in whose cleverness he delighted.",CHAPTER II.,9.99067,-0.79189956,24
232,Why not?,CHAPTER II.,8.8795185,6.5527883,2
233,"A man’s mind—what there is of it—has always the advantage of being masculine,—as the smallest birch-tree is of a higher kind than the most soaring palm,—and even his ignorance is of a sounder quality.",CHAPTER II.,8.67138,3.3274784,34
234,Sir James might not have originated this estimate; but a kind Providence furnishes the limpest personality with a little gum or starch in the form of tradition.,CHAPTER II.,10.115608,-0.64689547,27
235,"“Let me hope that you will rescind that resolution about the horse, Miss Brooke,” said the persevering admirer.",CHAPTER II.,6.7367506,-1.4843637,18
236,"“I assure you, riding is the most healthy of exercises.”  “I am aware of it,” said Dorothea, coldly.",CHAPTER II.,9.69436,4.578684,18
